district,building_id,school_name,borough,program_category
"10","X094","P.S. 94","X","Classroom Connectivity"
"10","X094","P.S. 94","X","Classroom Connectivity"
"10","X094","P.S. 94","X","Exterior Masonry"
"10","X094","P.S. 94","X","Flood Elimination"
"10","X094","P.S. 94","X","Lighting Fixtures"
"10","X094","P.S. 94","X","Lighting Fixtures"
"10","X094","P.S. 94","X","Parapets"
"10","X095","P.S. 95","X","Classroom Connectivity"
"10","X095","P.S. 95","X","Electrical Systems"
"10","X095","P.S. 95","X","Emergency Stabilization"
"10","X095","P.S. 95","X","New/Retrofit Telephone/Intercom System"
"10","X115","I.S. 399 (OLD X HS/115)","X","A/C Split System"
"10","X115","I.S. 399 (OLD X HS/115)","X","Classroom Connectivity"
"10","X115","I.S. 399 (OLD X HS/115)","X","Exterior Masonry"
"10","X115","I.S. 399 (OLD X HS/115)","X","Library Upgrades"
"10","X115","I.S. 399 (OLD X HS/115)","X","Low-Voltage Electrical Systems"
"10","X115","I.S. 399 (OLD X HS/115)","X","Parapets"
"10","X115","I.S. 399 (OLD X HS/115)","X","Reinforcing Support Elements"
"10","X115","I.S. 399 (OLD X HS/115)","X","Roofs"
"10","X118","I.S. 118","X","Classroom Connectivity"
"10","X118","I.S. 118","X","Classroom Connectivity"
"10","X118","I.S. 118","X","Code Compliance"
"10","X118","I.S. 118","X","New/Retrofit Telephone/Intercom System"
"10","X122","P.S. 310","X","Classroom Connectivity"
"10","X122","P.S. 310","X","Classroom Connectivity"
"10","X122","P.S. 310","X","New/Retrofit Telephone/Intercom System"
"10","X122","P.S. 310","X","New/Retrofit Telephone/Intercom System"
"10","X137","I.S. 391 (UDC)","X","Boiler Conversion"
"10","X137","I.S. 391 (UDC)","X","Climate Control"
"10","X137","I.S. 391 (UDC)","X","Cooling Tower & Chillers"
"10","X137","I.S. 391 (UDC)","X","Elevators and Escalators"
"10","X137","I.S. 391 (UDC)","X","Exterior Masonry"
"10","X137","I.S. 391 (UDC)","X","Parapets"
"10","X137","I.S. 391 (UDC)","X","Roofs"
"10","X141","M.S./H.S. 141","X","Classroom Connectivity"
"10","X141","M.S./H.S. 141","X","Climate Control"
"10","X141","M.S./H.S. 141","X","Gymnasium Upgrade"
"10","X141","M.S./H.S. 141","X","New/Retrofit Telephone/Intercom System"
"10","X143","I.S. 143","X","Classroom Connectivity"
"10","X143","I.S. 143","X","Classroom Connectivity"
"10","X143","I.S. 143","X","Classroom Connectivity"
"10","X143","I.S. 143","X","Elevators And Escalators"
"10","X159","P.S. 159","X","Classroom Connectivity"
"10","X159","P.S. 159","X","New/Retrofit Telephone/Intercom System"
"10","X205","P.S. 205A (ECF)","X","Classroom Connectivity"
"10","X205","P.S. 205A (ECF)","X","Emergency Stabilization"
"10","X205","P.S. 205A (ECF)","X","Heating Plant Upgrade"
"10","X205","P.S. 205A (ECF)","X","Ventilation"
"10","X206","I.S. 206B","X","A/C Split System"
"10","X206","I.S. 206B","X","Classroom Connectivity"
"10","X206","I.S. 206B","X","Domestic Piping"
"10","X209","P.S. 209","X","Classroom Connectivity"
"10","X209","P.S. 209","X","Heating Plant Upgrade"
"10","X209","P.S. 209","X","New/Retrofit Telephone/Intercom System"
"10","X254","I.S. 254","X","Classroom Connectivity"
"10","X279","P.S. 279","X","Classroom Connectivity"
"10","X279","P.S. 279","X","Exterior Masonry"
"10","X279","P.S. 279","X","IP Digital Video Surveillance"
"10","X279","P.S. 279","X","Parapets"
"10","X279","P.S. 279","X","Paved Area-Concrete"
"10","X279","P.S. 279","X","Roofs"
"10","X283","JONAS BRONCK ACADEMY","X","Classroom Connectivity"
"10","X283","JONAS BRONCK ACADEMY","X","New/Retrofit Telephone/Intercom System"
"10","X306","P.S. 306","X","Classroom Connectivity"
"10","X306","P.S. 306","X","Emergency Stabilization"
"10","X340","P.S. 340","X","Classroom Connectivity"
"10","X340","P.S. 340","X","New/Retrofit Telephone/Intercom System"
"10","X360","P.S. 360","X","Classroom Connectivity"
"10","X360","P.S. 360","X","IP Digital Video Surveillance"
"10","X360","P.S. 360","X","New/Retrofit Telephone/Intercom System"
"10","X368","M.S./H.S. 368","X","Classroom Connectivity"
"10","X368","M.S./H.S. 368","X","Heating Plant Upgrade"
"10","X368","M.S./H.S. 368","X","New/Retrofit Telephone/Intercom System"
"10","X781","P.S. 51","X","Classroom Connectivity"
"10","X808","P.S. 8 MINISCHOOL","X","Low-Voltage Electrical Systems"
"10","X826","P.S. 226 MINISCHOOL","X","Classroom Connectivity"
"10","X826","P.S. 226 MINISCHOOL","X","Emergency Stabilization"
"10","X832","P.S. 32 MINISCHOOL","X","Ventilation"
"10","X837","P.S. 23 AX (SAT. LEARN. CTR)","X","Classroom Connectivity"
"10","X837","P.S. 23 AX (SAT. LEARN. CTR)","X","Classroom Connectivity"
"10","X837","P.S. 23 AX (SAT. LEARN. CTR)","X","Classroom Connectivity"
"10","X841","I.S. 241","X","New/Retrofit Telephone/Intercom System"
"10","X842","P.S. 95 ANNEX","X","Classroom Connectivity"
"10","X842","P.S. 95 ANNEX","X","New/Retrofit Telephone/Intercom System"
"10","X843","P.S. 246 (POE CENTER)","X","Classroom Connectivity"
"10","X843","P.S. 246 (POE CENTER)","X","Emergency Stabilization"
"10","X843","P.S. 246 (POE CENTER)","X","New/Retrofit Telephone/Intercom System"
"10","X852","BRONX DANCE ACADEMY","X","Classroom Connectivity"
"10","X852","BRONX DANCE ACADEMY","X","New/Retrofit Telephone/Intercom System"
"10","X853","P.S. 59 ANNEX","X","New/Retrofit Telephone/Intercom System"
"10","X859","P.S. 315","X","Classroom Connectivity"
"10","X864","P.S. 205B (ECF)","X","New/Retrofit Telephone/Intercom System"
"10","X886","P.S. 86 ANNEX","X","New/Retrofit Telephone/Intercom System"
"10","X958","I.S. 228","X","Classroom Connectivity"
"11","X016","P.S. 16","X","Classroom Connectivity"
"11","X016","P.S. 16","X","New/Retrofit Telephone/Intercom System"
"11","X016","P.S. 16","X","Roofs"
"11","X019","P.S. 19","X","Classroom Connectivity"
"11","X019","P.S. 19","X","Domestic Piping"
"11","X019","P.S. 19","X","Heating Plant Upgrade"
"11","X019","P.S. 19","X","New/Retrofit Telephone/Intercom System"
"11","X019","P.S. 19","X","Playground Redevelopment"
"11","X021","P.S. 21","X","Auditorium Upgrade"
"11","X021","P.S. 21","X","Classroom Connectivity"
"11","X021","P.S. 21","X","Exterior Masonry"
"11","X021","P.S. 21","X","Flood Elimination"
"11","X021","P.S. 21","X","Lighting Fixtures"
"11","X021","P.S. 21","X","Low-Voltage Electrical Systems"
"11","X021","P.S. 21","X","New/Retrofit Telephone/Intercom System"
"11","X021","P.S. 21","X","Parapets"
"11","X021","P.S. 21","X","Roofs"
"11","X041","P.S. 41","X","Boiler Conversion"
"11","X041","P.S. 41","X","Classroom Connectivity"
"11","X041","P.S. 41","X","Climate Control"
"11","X041","P.S. 41","X","Electrical Systems"
"11","X041","P.S. 41","X","Lighting Fixtures"
"11","X041","P.S. 41","X","New/Retrofit Telephone/Intercom System"
"11","X068","P.S. 68","X","Auditorium Upgrade"
"11","X068","P.S. 68","X","Classroom Connectivity"
"11","X068","P.S. 68","X","Flood Elimination"
"11","X068","P.S. 68","X","New/Retrofit Telephone/Intercom System"
"11","X076","P.S. 76","X","Auditorium Upgrade"
"11","X076","P.S. 76","X","Classroom Connectivity"
"11","X076","P.S. 76","X","Exterior Masonry"
"11","X076","P.S. 76","X","Flood Elimination"
"11","X076","P.S. 76","X","New/Retrofit Telephone/Intercom System"
"11","X076","P.S. 76","X","Parapets"
"11","X076","P.S. 76","X","Roofs"
"11","X078","P.S. 78","X","Auditorium Upgrade"
"11","X078","P.S. 78","X","Classroom Connectivity"
"11","X078","P.S. 78","X","Flood Elimination"
"11","X078","P.S. 78","X","New/Retrofit Telephone/Intercom System"
"11","X078","P.S. 78","X","Playground Redevelopment"
"11","X078","P.S. 78","X","Toilets-Students"
"11","X083","P.S. 83","X","Classroom Connectivity"
"11","X083","P.S. 83","X","Heating Plant Upgrade"
"11","X087","P.S. 87","X","Classroom Connectivity"
"11","X089","P.S. 89","X","Classroom Connectivity"
"11","X089","P.S. 89","X","IP Digital Video Surveillance"
"11","X089","P.S. 89","X","Low-Voltage Electrical Systems"
"11","X089","P.S. 89","X","Paved Area-Blacktop"
"11","X096","P.S. 96","X","Classroom Connectivity"
"11","X097","P.S. 97","X","Classroom Connectivity"
"11","X097","P.S. 97","X","Exterior Masonry"
"11","X097","P.S. 97","X","Flood Elimination"
"11","X097","P.S. 97","X","Parapets"
"11","X097","P.S. 97","X","Roofs"
"11","X103","P.S. 103","X","Classroom Connectivity"
"11","X105","P.S. 105","X","Accessibility"
"11","X105","P.S. 105","X","Classroom Connectivity"
"11","X105","P.S. 105","X","Fire Supression System"
"11","X105","P.S. 105","X","Low-Voltage Electrical Systems"
"11","X105","P.S. 105","X","New/Retrofit Telephone/Intercom System"
"11","X105","P.S. 105","X","Playground Redevelopment"
"11","X106","P.S. 106","X","Classroom Connectivity"
"11","X106","P.S. 106","X","Electrical Systems"
"11","X108","P.S. 108","X","Classroom Connectivity"
"11","X108","P.S. 108","X","Emergency Stabilization"
"11","X108","P.S. 108","X","IP Digital Video Surveillance"
"11","X111","P.S. 111","X","Classroom Connectivity"
"11","X111","P.S. 111","X","New/Retrofit Telephone/Intercom System"
"11","X111","P.S. 111","X","Playground Redevelopment"
"11","X112","P.S. 112","X","Classroom Connectivity"
"11","X112","P.S. 112","X","Exterior Masonry"
"11","X112","P.S. 112","X","Lighting Fixtures"
"11","X112","P.S. 112","X","Parapets"
"11","X112","P.S. 112","X","Roofs"
"11","X113","I.S. 113","X","Auditorium Upgrade"
"11","X113","I.S. 113","X","Classroom Connectivity"
"11","X113","I.S. 113","X","Climate Control"
"11","X113","I.S. 113","X","Floors"
"11","X113","I.S. 113","X","Heating Plant Upgrade"
"11","X113","I.S. 113","X","New/Retrofit Telephone/Intercom System"
"11","X121","P.S. 121","X","Auditorium Upgrade"
"11","X121","P.S. 121","X","Classroom Connectivity"
"11","X127","I.S. 127","X","Accessibility"
"11","X127","I.S. 127","X","Boiler Conversion"
"11","X127","I.S. 127","X","Classroom Connectivity"
"11","X127","I.S. 127","X","Floors"
"11","X127","I.S. 127","X","IP Digital Video Surveillance"
"11","X127","I.S. 127","X","New/Retrofit Telephone/Intercom System"
"11","X135","I.S. 135","X","Boiler Conversion"
"11","X135","I.S. 135","X","Classroom Connectivity"
"11","X135","I.S. 135","X","IP Digital Video Surveillance"
"11","X135","I.S. 135","X","Roofs"
"11","X135","I.S. 135","X","Room Conversions/Partitioning"
"11","X142","I.S. 142","X","Boiler Conversion"
"11","X142","I.S. 142","X","Classroom Connectivity"
"11","X142","I.S. 142","X","New/Retrofit Telephone/Intercom System"
"11","X142","I.S. 142","X","Room Conversions/Partitioning"
"11","X144","I.S. 144","X","Boiler Conversion"
"11","X144","I.S. 144","X","Classroom Connectivity"
"11","X144","I.S. 144","X","Climate Control"
"11","X144","I.S. 144","X","Flood Elimination"
"11","X144","I.S. 144","X","IP Digital Video Surveillance"
"11","X144","I.S. 144","X","Lighting Fixtures"
"11","X144","I.S. 144","X","New/Retrofit Telephone/Intercom System"
"11","X153","P.S. 153","X","Air Conditioning Retrofit"
"11","X153","P.S. 153","X","Classroom Connectivity"
"11","X153","P.S. 153","X","Classroom Connectivity"
"11","X153","P.S. 153","X","Lighting Fixtures"
"11","X160","P.S. 160","X","Classroom Connectivity"
"11","X160","P.S. 160","X","IP Digital Video Surveillance"
"11","X160","P.S. 160","X","New/Retrofit Telephone/Intercom System"
"11","X160","P.S. 160","X","Paved Area-Concrete"
"11","X160","P.S. 160","X","Windows"
"11","X169","HE WILLIE ELLA PASCHAL BOWMAN CAMPU","X","Classroom Connectivity"
"11","X175","P.S. 175","X","Classroom Connectivity"
"11","X175","P.S. 175","X","New/Retrofit Telephone/Intercom System"
"11","X175","P.S. 175","X","Windows"
"11","X178","P.S. 178","X","Classroom Connectivity"
"11","X178","P.S. 178","X","New/Retrofit Telephone/Intercom System"
"11","X180","I.S. 180","X","Classroom Connectivity"
"11","X180","I.S. 180","X","Elevators and Escalators"
"11","X181","I.S. 181","X","Classroom Connectivity"
"11","X181","I.S. 181","X","Room Conversions/Partitioning"
"11","X189","P.S./I.S. 189 (@STEENWICK AVE)","X","Classroom Connectivity"
"11","X189","P.S./I.S. 189 (@STEENWICK AVE)","X","Classroom Connectivity"
"11","X189","P.S./I.S. 189 (@STEENWICK AVE)","X","Classroom Connectivity"
"11","X194","P.S./I.S. 194","X","Classroom Connectivity"
"11","X194","P.S./I.S. 194","X","IP Digital Video Surveillance"
"11","X498","TIS MEYRAN AND JOHN BELLEW EDUCATIO","X","Classroom Connectivity"
"12","X006","P.S. 6","X","Classroom Connectivity"
"12","X006","P.S. 6","X","Classroom Connectivity"
"12","X006","P.S. 6","X","Interior Spaces"
"12","X006","P.S. 6","X","Lighting Fixtures"
"12","X006","P.S. 6","X","Reinforcing Support Elements"
"12","X044","P.S. 44","X","Classroom Connectivity"
"12","X044","P.S. 44","X","Electrical Systems"
"12","X044","P.S. 44","X","Flood Elimination"
"12","X044","P.S. 44","X","Walk In Freezer Replacement"
"12","X047","P.S. 47","X","Classroom Connectivity"
"12","X047","P.S. 47","X","Floors"
"12","X047","P.S. 47","X","Gymnasium Upgrade"
"12","X047","P.S. 47","X","New/Retrofit Telephone/Intercom System"
"12","X047","P.S. 47","X","Playground Redevelopment"
"12","X050","P.S. 50","X","Auditorium Upgrade"
"12","X050","P.S. 50","X","Classroom Connectivity"
"12","X050","P.S. 50","X","Lighting Fixtures"
"12","X050","P.S. 50","X","New/Retrofit Telephone/Intercom System"
"12","X050","P.S. 50","X","Walk In Freezer Replacement"
"12","X057","P.S. 57","X","Classroom Connectivity"
"12","X057","P.S. 57","X","Low-Voltage Electrical Systems"
"12","X057","P.S. 57","X","Playground Redevelopment"
"12","X061","P.S. 61","X","Classroom Connectivity"
"12","X061","P.S. 61","X","Classroom Connectivity"
"12","X061","P.S. 61","X","Low-Voltage Electrical Systems"
"12","X061","P.S. 61","X","New/Retrofit Telephone/Intercom System"
"12","X061","P.S. 61","X","School Safety"
"12","X061","P.S. 61","X","Walk In Freezer Replacement"
"12","X066","P.S. 66","X","Classroom Connectivity"
"12","X066","P.S. 66","X","IP Digital Video Surveillance"
"12","X066","P.S. 66","X","Lighting Fixtures"
"12","X066","P.S. 66","X","New/Retrofit Telephone/Intercom System"
"12","X067","P.S. 67","X","Classroom Connectivity"
"12","X067","P.S. 67","X","Emergency Stabilization"
"12","X067","P.S. 67","X","Flood Elimination"
"12","X067","P.S. 67","X","Floors"
"12","X067","P.S. 67","X","IP Digital Video Surveillance"
"12","X067","P.S. 67","X","Lighting Fixtures"
"12","X067","P.S. 67","X","New/Retrofit Telephone/Intercom System"
"12","X067","P.S. 67","X","Reinforcing Cinder Concrete Slabs"
"12","X067","P.S. 67","X","Science Lab Upgrades"
"12","X077","P.S. 195","X","Classroom Connectivity"
"12","X077","P.S. 195","X","Emergency Stabilization"
"12","X077","P.S. 195","X","New/Retrofit Telephone/Intercom System"
"12","X077","P.S. 195","X","Paved Area Concrete"
"12","X077","P.S. 195","X","Reinforcing Support Elements"
"12","X092","P.S. 92","X","Classroom Connectivity"
"12","X092","P.S. 92","X","Lighting Fixtures"
"12","X092","P.S. 92","X","New/Retrofit Telephone/Intercom System"
"12","X098","I.S. 98","X","Cafeteria / Multipurpose Room Upgrade"
"12","X098","I.S. 98","X","Classroom Connectivity"
"12","X098","I.S. 98","X","Flood Elimination"
"12","X098","I.S. 98","X","IP Digital Video Surveillance"
"12","X098","I.S. 98","X","Parapets"
"12","X098","I.S. 98","X","Paved Area-Concrete"
"12","X098","I.S. 98","X","Technology"
"12","X102","P.S. 102","X","Classroom Connectivity"
"12","X102","P.S. 102","X","Exterior Masonry"
"12","X102","P.S. 102","X","Parapets"
"12","X102","P.S. 102","X","Roofs"
"12","X116","I.S. 216","X","Boiler Conversion"
"12","X116","I.S. 216","X","Classroom Connectivity"
"12","X116","I.S. 216","X","Climate Control"
"12","X116","I.S. 216","X","IP Digital Video Surveillance"
"12","X116","I.S. 216","X","New/Retrofit Telephone/Intercom System"
"12","X116","I.S. 216","X","Room Conversions/Partitioning"
"12","X116","I.S. 216","X","Technology"
"12","X116","I.S. 216","X","Walk In Freezer Replacement"
"12","X129","I.S. 129 (PAIRED W P234)","X","Boiler Conversion"
"12","X129","I.S. 129 (PAIRED W P234)","X","Boiler Conversion"
"12","X129","I.S. 129 (PAIRED W P234)","X","Classroom Connectivity"
"12","X129","I.S. 129 (PAIRED W P234)","X","Climate Control"
"12","X129","I.S. 129 (PAIRED W P234)","X","Exterior Masonry"
"12","X129","I.S. 129 (PAIRED W P234)","X","Heating Plant Upgrade"
"12","X129","I.S. 129 (PAIRED W P234)","X","Kitchen Areas"
"12","X129","I.S. 129 (PAIRED W P234)","X","Science Lab Upgrades"
"12","X129","I.S. 129 (PAIRED W P234)","X","Walk In Freezer Replacement"
"12","X134","P.S. 134","X","Boiler Conversion"
"12","X134","P.S. 134","X","Classroom Connectivity"
"12","X134","P.S. 134","X","Exterior Masonry"
"12","X134","P.S. 134","X","Flood Elimination"
"12","X134","P.S. 134","X","Lighting Fixtures"
"12","X134","P.S. 134","X","Parapets"
"12","X134","P.S. 134","X","Roofs"
"12","X150","P.S. 150","X","Boiler Conversion"
"12","X150","P.S. 150","X","Classroom Connectivity"
"12","X150","P.S. 150","X","Lighting Fixtures"
"12","X150","P.S. 150","X","Lighting Fixtures"
"12","X158","I.S. 158","X","Boiler Conversion"
"12","X158","I.S. 158","X","Classroom Connectivity"
"12","X158","I.S. 158","X","Classroom Connectivity"
"12","X158","I.S. 158","X","Climate Control"
"12","X158","I.S. 158","X","Technology"
"12","X167","P.S. 214","X","Air Conditioning Retrofit"
"12","X167","P.S. 214","X","Boiler Conversion"
"12","X167","P.S. 214","X","Classroom Connectivity"
"12","X167","P.S. 214","X","Climate Control"
"12","X167","P.S. 214","X","New/Retrofit Telephone/Intercom System"
"12","X193","P.S. 211","X","Boiler Conversion"
"12","X193","P.S. 211","X","Classroom Connectivity"
"12","X193","P.S. 211","X","Climate Control"
"12","X193","P.S. 211","X","Elevators and Escalators"
"12","X193","P.S. 211","X","Technology"
"12","X193","P.S. 211","X","Technology"
"12","X198","P.S. 198","X","Boiler Conversion"
"12","X198","P.S. 198","X","Classroom Connectivity"
"12","X198","P.S. 198","X","Climate Control"
"12","X198","P.S. 198","X","New/Retrofit Telephone/Intercom System"
"12","X234","P.S. 234 (PAIRED W I129)","X","Classroom Connectivity"
"12","X234","P.S. 234 (PAIRED W I129)","X","New/Retrofit Telephone/Intercom System"
"13","K003","P.S. 3","K","Classroom Connectivity"
"13","K003","P.S. 3","K","Exterior Masonry"
"13","K003","P.S. 3","K","Low-Voltage Electrical Systems"
"13","K003","P.S. 3","K","New/Retrofit Telephone/Intercom System"
"13","K003","P.S. 3","K","Parapets"
"13","K003","P.S. 3","K","Playground Redevelopment"
"13","K003","P.S. 3","K","Roofs"
"13","K008","P.S. 8","K","Classroom Connectivity"
"13","K008","P.S. 8","K","Exterior Masonry"
"13","K008","P.S. 8","K","Parapets"
"13","K008","P.S. 8","K","Windows"
"13","K009","P.S. 9","K","Classroom Connectivity"
"13","K009","P.S. 9","K","Classroom Connectivity"
"13","K009","P.S. 9","K","Elevators and Escalators"
"13","K009","P.S. 9","K","Emergency Stabilization"
"13","K009","P.S. 9","K","Technology"
"13","K011","P.S. 11","K","Auditorium Upgrade"
"13","K011","P.S. 11","K","Classroom Connectivity"
"13","K011","P.S. 11","K","Flood Elimination"
"13","K011","P.S. 11","K","New/Retrofit Telephone/Intercom System"
"13","K020","P.S. 20","K","Boiler Conversion"
"13","K020","P.S. 20","K","Classroom Connectivity"
"13","K020","P.S. 20","K","Exterior Masonry"
"13","K020","P.S. 20","K","Lighting Fixtures"
"13","K020","P.S. 20","K","Parapets"
"13","K020","P.S. 20","K","Room Conversions/Partitioning"
"13","K020","P.S. 20","K","School Improvement and Restructuring"
"13","K044","P.S. 44","K","Boiler Conversion"
"13","K044","P.S. 44","K","Classroom Connectivity"
"13","K044","P.S. 44","K","Climate Control"
"13","K044","P.S. 44","K","Domestic Piping"
"13","K044","P.S. 44","K","Electrical Systems"
"13","K044","P.S. 44","K","Emergency Stabilization"
"13","K044","P.S. 44","K","New/Retrofit Telephone/Intercom System"
"13","K046","P.S. 46","K","Boiler Conversion"
"13","K046","P.S. 46","K","Classroom Connectivity"
"13","K046","P.S. 46","K","Classroom Connectivity"
"13","K046","P.S. 46","K","Lighting Fixtures"
"13","K046","P.S. 46","K","New/Retrofit Telephone/Intercom System"
"13","K046","P.S. 46","K","Room Conversions/Partitioning"
"13","K046","P.S. 46","K","Science Lab Upgrades"
"13","K054","P.S. 54","K","Classroom Connectivity"
"13","K054","P.S. 54","K","Electrical Systems"
"13","K054","P.S. 54","K","Emergency Lighting And Fire Safety Retrofits"
"13","K054","P.S. 54","K","Lighting Fixtures"
"13","K054","P.S. 54","K","Low-Voltage Electrical Systems"
"13","K054","P.S. 54","K","Paved Area-Blacktop"
"13","K054","P.S. 54","K","Safety Systems"
"13","K054","P.S. 54","K","Toilets-Students"
"13","K056","P.S. 56","K","Classroom Connectivity"
"13","K056","P.S. 56","K","Classroom Connectivity"
"13","K056","P.S. 56","K","New/Retrofit Telephone/Intercom System"
"13","K067","P.S. 67","K","Classroom Connectivity"
"13","K067","P.S. 67","K","Exterior Masonry"
"13","K067","P.S. 67","K","Flood Elimination"
"13","K067","P.S. 67","K","Lighting Fixtures"
"13","K067","P.S. 67","K","Low-Voltage Electrical Systems"
"13","K067","P.S. 67","K","New/Retrofit Telephone/Intercom System"
"13","K067","P.S. 67","K","Parapets"
"13","K093","P.S. 93","K","Auditorium Upgrade"
"13","K093","P.S. 93","K","Classroom Connectivity"
"13","K093","P.S. 93","K","Lighting Fixtures"
"13","K093","P.S. 93","K","New/Retrofit Telephone/Intercom System"
"13","K113","I.S. 113","K","Classroom Connectivity"
"13","K113","I.S. 113","K","Classroom Connectivity"
"13","K113","I.S. 113","K","IP Digital Video Surveillance"
"13","K113","I.S. 113","K","Walk-In Freezer Replacements"
"13","K117","I.S. 117","K","Classroom Connectivity"
"13","K117","I.S. 117","K","Classroom Connectivity"
"13","K117","I.S. 117","K","IP Digital Video Surveillance"
"13","K117","I.S. 117","K","Lighting Fixtures"
"13","K117","I.S. 117","K","Science Lab Upgrades"
"13","K256","P.S. 256","K","Boiler Conversion"
"13","K256","P.S. 256","K","Classroom Connectivity"
"13","K256","P.S. 256","K","Lighting Fixtures"
"13","K256","P.S. 256","K","New/Retrofit Telephone/Intercom System"
"13","K256","P.S. 256","K","Science Lab Upgrades"
"13","K258","I.S. 258","K","Classroom Connectivity"
"13","K258","I.S. 258","K","Classroom Connectivity"
"13","K258","I.S. 258","K","IP Digital Video Surveillance"
"13","K258","I.S. 258","K","Lighting Fixtures"
"13","K258","I.S. 258","K","Room Conversions/Partitioning"
"13","K265","I.S. 265","K","Classroom Connectivity"
"13","K265","I.S. 265","K","IP Digital Video Surveillance"
"13","K265","I.S. 265","K","Lighting Fixtures"
"13","K265","I.S. 265","K","New/Retrofit Telephone/Intercom System"
"13","K265","I.S. 265","K","Room Conversions/Partitioning"
"13","K265","I.S. 265","K","Room Conversions/Partitioning"
"13","K265","I.S. 265","K","Room Conversions/Partitioning"
"13","K265","I.S. 265","K","Science Lab Upgrades"
"13","K265","I.S. 265","K","Walk-In Freezer Replacements"
"13","K270","P.S. 270","K","Classroom Connectivity"
"13","K270","P.S. 270","K","New/Retrofit Telephone/Intercom System"
"13","K282","P.S. 282","K","Boiler Conversion"
"13","K282","P.S. 282","K","Classroom Connectivity"
"13","K282","P.S. 282","K","Lighting Fixtures"
"13","K282","P.S. 282","K","New/Retrofit Telephone/Intercom System"
"13","K287","P.S. 287","K","Classroom Connectivity"
"13","K287","P.S. 287","K","Classroom Connectivity"
"13","K287","P.S. 287","K","New/Retrofit Telephone/Intercom System"
"13","K287","P.S. 287","K","Science Lab Upgrades"
"13","K305","P.S. 305","K","Classroom Connectivity"
"13","K305","P.S. 305","K","Emergency Stabilization"
"13","K305","P.S. 305","K","Lighting Fixtures"
"13","K305","P.S. 305","K","New/Retrofit Telephone/Intercom System"
"13","K307","P.S. 307","K","Classroom Connectivity"
"13","K307","P.S. 307","K","Classroom Connectivity"
"13","K307","P.S. 307","K","Interior Spaces"
"13","K763","P.S. 133 ANNEX","K","Classroom Connectivity"
"13","K813","DIST. OFFICE #13 (OLD 9 AX)","K","New/Retrofit Telephone/Intercom System"
"13","K813","DIST. OFFICE #13 (OLD 9 AX)","K","Science Lab Upgrades"
"14","K016","P.S. 16","K","Cafeteria / Multipurpose Room Upgrade"
"14","K016","P.S. 16","K","Classroom Connectivity"
"14","K016","P.S. 16","K","Lighting Fixtures"
"14","K016","P.S. 16","K","Low-Voltage Electrical Systems"
"14","K016","P.S. 16","K","New/Retrofit Telephone/Intercom System"
"14","K017","P.S. 17","K","Classroom Connectivity"
"14","K017","P.S. 17","K","Classroom Connectivity"
"14","K017","P.S. 17","K","Floors"
"14","K017","P.S. 17","K","Reinforcing Support Elements"
"14","K018","P.S. 18","K","Classroom Connectivity"
"14","K018","P.S. 18","K","Flood Elimination"
"14","K018","P.S. 18","K","Lighting Fixtures"
"14","K018","P.S. 18","K","New/Retrofit Telephone/Intercom System"
"14","K018","P.S. 18","K","Windows"
"14","K019","P.S. 19","K","Classroom Connectivity"
"14","K019","P.S. 19","K","Lighting Fixtures"
"14","K019","P.S. 19","K","New/Retrofit Telephone/Intercom System"
"14","K023","P.S. 23","K","Boiler Conversion"
"14","K023","P.S. 23","K","Classroom Connectivity"
"14","K023","P.S. 23","K","Lighting Fixtures"
"14","K023","P.S. 23","K","New/Retrofit Telephone/Intercom System"
"14","K031","P.S. 31 (OLD 126)","K","Ansul System"
"14","K031","P.S. 31 (OLD 126)","K","Auditorium Upgrade"
"14","K031","P.S. 31 (OLD 126)","K","Classroom Connectivity"
"14","K031","P.S. 31 (OLD 126)","K","Flood Elimination"
"14","K031","P.S. 31 (OLD 126)","K","Low-Voltage Electrical Systems"
"14","K031","P.S. 31 (OLD 126)","K","New/Retrofit Telephone/Intercom System"
"14","K031","P.S. 31 (OLD 126)","K","Windows"
"14","K033","I.S. 33","K","Classroom Connectivity"
"14","K033","I.S. 33","K","Classroom Connectivity"
"14","K033","I.S. 33","K","IP Digital Video Surveillance"
"14","K033","I.S. 33","K","Room Conversions/Partitioning"
"14","K033","I.S. 33","K","Room Conversions/Partitioning"
"14","K033","I.S. 33","K","Science Lab Upgrades"
"14","K033","I.S. 33","K","Technology"
"14","K033","I.S. 33","K","Technology"
"14","K033","I.S. 33","K","Toilets-Students"
"14","K033","I.S. 33","K","Walk-In Freezer Replacements"
"14","K034","P.S. 34","K","Classroom Connectivity"
"14","K034","P.S. 34","K","Lighting Fixtures"
"14","K049","I.S. 49","K","Classroom Connectivity"
"14","K049","I.S. 49","K","Classroom Connectivity"
"14","K049","I.S. 49","K","Classroom Connectivity"
"14","K049","I.S. 49","K","Classroom Connectivity"
"14","K049","I.S. 49","K","Classroom Connectivity"
"14","K049","I.S. 49","K","Exterior Masonry"
"14","K049","I.S. 49","K","Flood Elimination"
"14","K049","I.S. 49","K","New/Retrofit Telephone/Intercom System"
"14","K049","I.S. 49","K","Parapets"
"14","K049","I.S. 49","K","Roofs"
"14","K049","I.S. 49","K","School Improvement and Restructuring"
"14","K050","J.H.S. 50","K","Auditorium Upgrade"
"14","K050","J.H.S. 50","K","Classroom Connectivity"
"14","K050","J.H.S. 50","K","Classroom Connectivity"
